protein,RNA line ab,binary_RNA line ab
9606.ENSP00000225899,0,0
9606.ENSP00000225916,27.9,1
9606.ENSP00000225927,9.7,1
9606.ENSP00000225941,0,0
9606.ENSP00000225964,8.3,1
9606.ENSP00000225969,160.9,1
9606.ENSP00000225972,205.2,1
9606.ENSP00000225983,17.6,1
9606.ENSP00000226004,33.7,1
9606.ENSP00000226021,0,0
9606.ENSP00000226067,0.4,1
9606.ENSP00000226091,13.9,1
9606.ENSP00000226105,77.7,1
9606.ENSP00000226193,0,0
9606.ENSP00000226207,0,0
9606.ENSP00000226218,0,0
9606.ENSP00000226225,22.3,1
9606.ENSP00000226230,137.1,1
9606.ENSP00000226247,0,0
9606.ENSP00000226253,10.3,1
9606.ENSP00000226279,0.2,1
9606.ENSP00000226284,0,0
9606.ENSP00000226299,157.7,1
9606.ENSP00000226317,0,0
9606.ENSP00000226319,29.8,1
9606.ENSP00000226355,0,0
9606.ENSP00000226382,1.4,1
9606.ENSP00000226413,0,0
9606.ENSP00000226432,0,0
9606.ENSP00000226444,0,0
9606.ENSP00000226460,0,0
9606.ENSP00000226524,0,0
9606.ENSP00000226574,22,1
9606.ENSP00000226578,3,1
9606.ENSP00000226730,0,0
9606.ENSP00000226760,6.8,1
9606.ENSP00000226796,68.8,1
9606.ENSP00000226798,20.3,1
9606.ENSP00000226951,0,0
9606.ENSP00000227065,5.3,1
9606.ENSP00000227155,4.6,1
9606.ENSP00000227163,0,0
9606.ENSP00000227266,50.4,1
9606.ENSP00000227322,53.9,1
9606.ENSP00000227348,0,0
9606.ENSP00000227349,2.7,1
9606.ENSP00000227451,9.5,1
9606.ENSP00000227471,1,1
9606.ENSP00000227474,37.6,1
9606.ENSP00000227507,6.5,1
9606.ENSP00000227520,94.2,1
9606.ENSP00000227524,229.2,1
9606.ENSP00000227525,73.2,1
9606.ENSP00000227638,20.9,1
9606.ENSP00000227667,0,0
9606.ENSP00000227752,0.5,1
9606.ENSP00000227756,9.9,1
9606.ENSP00000227868,58.9,1
9606.ENSP00000227880,0,0
9606.ENSP00000227918,0,0
9606.ENSP00000228027,1.8,1
9606.ENSP00000228136,275,1
9606.ENSP00000228251,173.3,1
9606.ENSP00000228280,11.5,1
9606.ENSP00000228284,68.2,1
9606.ENSP00000228318,616.9,1
9606.ENSP00000228347,19.5,1
9606.ENSP00000228434,1.5,1
9606.ENSP00000228437,23.5,1
9606.ENSP00000228438,8,1
9606.ENSP00000228463,0.1,1
9606.ENSP00000228468,8.7,1
9606.ENSP00000228476,0,0
9606.ENSP00000228495,30.7,1
9606.ENSP00000228506,140.4,1
9606.ENSP00000228515,14.9,1
9606.ENSP00000228534,0,0
9606.ENSP00000228567,0,0
9606.ENSP00000228606,0.5,1
9606.ENSP00000228641,0,0
9606.ENSP00000228644,0,0
9606.ENSP00000228682,1.8,1
9606.ENSP00000228705,8.7,1
9606.ENSP00000228740,103.4,1
9606.ENSP00000228741,3.3,1
9606.ENSP00000228799,18.5,1
9606.ENSP00000228811,0.3,1
9606.ENSP00000228820,4.8,1
9606.ENSP00000228825,343.9,1
9606.ENSP00000228837,0,0
9606.ENSP00000228841,0,0
9606.ENSP00000228843,31.8,1
9606.ENSP00000228850,1.5,1
9606.ENSP00000228865,20.7,1
9606.ENSP00000228872,44.9,1
9606.ENSP00000228887,0,0
9606.ENSP00000228918,0.5,1
9606.ENSP00000228928,3.3,1
9606.ENSP00000228936,0,0
9606.ENSP00000228938,0.2,1
9606.ENSP00000228945,0,0
9606.ENSP00000229002,0,0
9606.ENSP00000229030,1,1
9606.ENSP00000229134,0,0
9606.ENSP00000229135,0,0
9606.ENSP00000229179,88.4,1
9606.ENSP00000229195,50.2,1
9606.ENSP00000229214,39.1,1
9606.ENSP00000229238,272.4,1
9606.ENSP00000229239,3372.7,1
9606.ENSP00000229243,0.4,1
9606.ENSP00000229264,9.2,1
9606.ENSP00000229266,83.8,1
9606.ENSP00000229268,98.6,1
9606.ENSP00000229270,1671,1
9606.ENSP00000229281,111.2,1
9606.ENSP00000229304,0,0
9606.ENSP00000229307,0,0
9606.ENSP00000229314,23.4,1
9606.ENSP00000229328,22.6,1
9606.ENSP00000229329,35.8,1
9606.ENSP00000229330,2.9,1
9606.ENSP00000229332,0.9,1
9606.ENSP00000229335,0,0
9606.ENSP00000229340,45.9,1
9606.ENSP00000229379,624.6,1
9606.ENSP00000229390,312,1
9606.ENSP00000229395,21.3,1
9606.ENSP00000229402,0.4,1
9606.ENSP00000229416,50.7,1
9606.ENSP00000229447,0,0
9606.ENSP00000229554,0.1,1
9606.ENSP00000229583,0,0
9606.ENSP00000229595,27.2,1
9606.ENSP00000229633,18.2,1
9606.ENSP00000229708,29.3,1
9606.ENSP00000229729,0,0
9606.ENSP00000229758,56.4,1
9606.ENSP00000229769,13.7,1
9606.ENSP00000229771,0,0
9606.ENSP00000229795,47.2,1
9606.ENSP00000229812,26.9,1
9606.ENSP00000229829,0,0
9606.ENSP00000229903,7.3,1
9606.ENSP00000229922,21.3,1
9606.ENSP00000229955,5.4,1
9606.ENSP00000230036,1.2,1
9606.ENSP00000230048,6.7,1
9606.ENSP00000230050,2613.1,1
9606.ENSP00000230053,0.1,1
9606.ENSP00000230056,139.4,1
9606.ENSP00000230085,212.5,1
9606.ENSP00000230122,10.9,1
9606.ENSP00000230124,12.6,1
9606.ENSP00000230256,0,0
9606.ENSP00000230301,0,0
9606.ENSP00000230321,13.8,1
9606.ENSP00000230340,91.6,1
9606.ENSP00000230361,1.4,1
9606.ENSP00000230381,0,0
9606.ENSP00000230431,16.2,1
9606.ENSP00000230449,29.2,1
9606.ENSP00000230461,41.5,1
9606.ENSP00000230538,4,1
9606.ENSP00000230582,2.7,1
9606.ENSP00000230588,0,0
9606.ENSP00000230640,76.8,1
9606.ENSP00000230658,4.6,1
9606.ENSP00000230671,0,0
9606.ENSP00000230732,0,0
9606.ENSP00000230771,27.3,1
9606.ENSP00000230792,13.8,1
9606.ENSP00000230859,20.7,1
9606.ENSP00000230895,58.3,1
9606.ENSP00000230990,4.2,1
9606.ENSP00000231004,4.5,1
9606.ENSP00000231009,0,0
9606.ENSP00000231021,0.1,1
9606.ENSP00000231061,153.4,1
9606.ENSP00000231121,0.4,1
9606.ENSP00000231130,3.5,1
9606.ENSP00000231134,9.8,1
9606.ENSP00000231136,0.1,1
9606.ENSP00000231137,0,0
9606.ENSP00000231173,0.2,1
9606.ENSP00000231188,0,0
9606.ENSP00000231198,9,1
9606.ENSP00000231228,0,0
9606.ENSP00000231238,83.5,1
9606.ENSP00000231368,6.8,1
9606.ENSP00000231420,0,0
9606.ENSP00000231449,0,0
9606.ENSP00000231454,0,0
9606.ENSP00000231461,1,1
9606.ENSP00000231484,0,0
9606.ENSP00000231487,738.2,1
9606.ENSP00000231498,57.5,1
9606.ENSP00000231509,0.3,1
9606.ENSP00000231512,57.7,1
9606.ENSP00000231524,11.7,1
9606.ENSP00000231572,111,1
9606.ENSP00000231656,0,0
9606.ENSP00000231668,24.4,1
9606.ENSP00000231706,0,0
9606.ENSP00000231721,0.1,1
9606.ENSP00000231749,1.5,1
9606.ENSP00000231751,0,0
9606.ENSP00000231790,65.2,1
9606.ENSP00000231887,0,0
9606.ENSP00000231948,19.9,1
9606.ENSP00000232003,0,0
9606.ENSP00000232165,106.8,1
9606.ENSP00000232217,0.3,1
9606.ENSP00000232219,38.2,1
9606.ENSP00000232375,3.6,1
9606.ENSP00000232424,3.9,1
9606.ENSP00000232461,0,0
9606.ENSP00000232496,33.9,1
9606.ENSP00000232501,18.1,1
9606.ENSP00000232564,36.4,1
9606.ENSP00000232603,0,0
9606.ENSP00000232607,7.1,1
9606.ENSP00000232744,0.2,1
9606.ENSP00000232766,33.7,1
9606.ENSP00000232888,81.9,1
9606.ENSP00000232892,0,0
9606.ENSP00000232905,75.9,1
9606.ENSP00000232974,0.9,1
9606.ENSP00000232975,0.1,1
9606.ENSP00000232978,16.1,1
9606.ENSP00000233027,25.2,1
9606.ENSP00000233047,11.7,1
9606.ENSP00000233055,18.7,1
9606.ENSP00000233057,24.2,1
9606.ENSP00000233078,84.9,1
9606.ENSP00000233099,11.6,1
9606.ENSP00000233121,7.6,1
9606.ENSP00000233143,1269.9,1
9606.ENSP00000233146,78.6,1
9606.ENSP00000233154,21.9,1
9606.ENSP00000233156,15.9,1
9606.ENSP00000233202,0,0
9606.ENSP00000233242,0,0
9606.ENSP00000233331,9.1,1
9606.ENSP00000233336,4.8,1
9606.ENSP00000233379,22.8,1
9606.ENSP00000233468,245.2,1
9606.ENSP00000233535,11.2,1
9606.ENSP00000233557,98.4,1
9606.ENSP00000233575,42.4,1
9606.ENSP00000233596,9.8,1
9606.ENSP00000233615,24.8,1
9606.ENSP00000233616,40.2,1
9606.ENSP00000233623,9.5,1
9606.ENSP00000233627,17.3,1
9606.ENSP00000233630,20.7,1
9606.ENSP00000233638,0,0
9606.ENSP00000233668,6.1,1
9606.ENSP00000233710,0.8,1
9606.ENSP00000233712,1.7,1
9606.ENSP00000233735,0,0
9606.ENSP00000233809,145.4,1
9606.ENSP00000233813,26.2,1
9606.ENSP00000233826,0,0
9606.ENSP00000233838,13.7,1
9606.ENSP00000233840,0,0
9606.ENSP00000233893,1895,1
9606.ENSP00000233948,0,0
9606.ENSP00000233954,0.2,1
9606.ENSP00000233969,0,0
9606.ENSP00000233997,0,0
9606.ENSP00000234038,127.9,1
9606.ENSP00000234071,0,0
9606.ENSP00000234091,36,1
9606.ENSP00000234111,549.1,1
9606.ENSP00000234160,82.3,1
9606.ENSP00000234170,122.8,1
9606.ENSP00000234195,0.8,1
9606.ENSP00000234198,2.6,1
9606.ENSP00000234256,13.7,1
9606.ENSP00000234296,30.6,1
9606.ENSP00000234310,74.4,1
9606.ENSP00000234313,0,0
9606.ENSP00000234347,0.1,1
9606.ENSP00000234371,1,1
9606.ENSP00000234389,0,0
9606.ENSP00000234392,1.8,1
9606.ENSP00000234396,0.7,1
9606.ENSP00000234420,130.3,1
9606.ENSP00000234453,2.9,1
9606.ENSP00000234454,58.1,1
9606.ENSP00000234488,9,1
9606.ENSP00000234590,2511.5,1
9606.ENSP00000234677,241.1,1
9606.ENSP00000234701,0,0
9606.ENSP00000234739,23.3,1
9606.ENSP00000234798,0,0
9606.ENSP00000234816,0,0
9606.ENSP00000234827,6.6,1
9606.ENSP00000234831,166.2,1
9606.ENSP00000234961,0,0
9606.ENSP00000235090,101.2,1
9606.ENSP00000235307,1.6,1
9606.ENSP00000235310,115.1,1
9606.ENSP00000235329,101.7,1
9606.ENSP00000235332,7.9,1
9606.ENSP00000235345,9.9,1
9606.ENSP00000235347,0,0
9606.ENSP00000235349,0,0
9606.ENSP00000235372,22.8,1
9606.ENSP00000235382,16.7,1
9606.ENSP00000235521,13.9,1
9606.ENSP00000235532,0.2,1
9606.ENSP00000235628,0.5,1
9606.ENSP00000235835,48.7,1
9606.ENSP00000235933,0,0
9606.ENSP00000236040,20.9,1
9606.ENSP00000236137,13.9,1
9606.ENSP00000236147,0,0
9606.ENSP00000236192,3.3,1
9606.ENSP00000236273,47.6,1
9606.ENSP00000236495,0,0
9606.ENSP00000236671,63.7,1
9606.ENSP00000236709,0,0
9606.ENSP00000236826,0,0
9606.ENSP00000236850,0,0
9606.ENSP00000236877,0,0
9606.ENSP00000236918,0,0
9606.ENSP00000236925,31.1,1
9606.ENSP00000236959,187.8,1
9606.ENSP00000236979,0,0
9606.ENSP00000236980,30.7,1
9606.ENSP00000237014,0,0
9606.ENSP00000237163,10,1
9606.ENSP00000237172,0.1,1
9606.ENSP00000237201,0,0
9606.ENSP00000237264,28,1
9606.ENSP00000237275,0,0
9606.ENSP00000237281,8.4,1
9606.ENSP00000237283,4.3,1
9606.ENSP00000237353,1,1
9606.ENSP00000237380,14.1,1
9606.ENSP00000237455,8.7,1
9606.ENSP00000237530,318.8,1
9606.ENSP00000237536,17.3,1
9606.ENSP00000237596,8.1,1
9606.ENSP00000237612,0.4,1
9606.ENSP00000237642,9.6,1
9606.ENSP00000237654,211.7,1
9606.ENSP00000237696,0,0
9606.ENSP00000237822,34.8,1
9606.ENSP00000237837,0.2,1
9606.ENSP00000237853,10,1
9606.ENSP00000237889,209.6,1
9606.ENSP00000237937,305.1,1
9606.ENSP00000238018,0.2,1
9606.ENSP00000238044,0,0
9606.ENSP00000238112,96,1
9606.ENSP00000238146,32.8,1
9606.ENSP00000238156,3,1
9606.ENSP00000238256,10.4,1
9606.ENSP00000238379,7,1
9606.ENSP00000238497,26.8,1
9606.ENSP00000238508,0,0
9606.ENSP00000238558,0.3,1
9606.ENSP00000238561,27,1
9606.ENSP00000238609,8.8,1
9606.ENSP00000238616,45,1
9606.ENSP00000238618,39.9,1
9606.ENSP00000238628,26.7,1
9606.ENSP00000238647,5.6,1
9606.ENSP00000238651,0,0
9606.ENSP00000238667,9.8,1
9606.ENSP00000238682,2.9,1
9606.ENSP00000238714,3.7,1
9606.ENSP00000238721,13.1,1
9606.ENSP00000238738,20.6,1
9606.ENSP00000238788,39.3,1
9606.ENSP00000238789,8.6,1
9606.ENSP00000238823,84.8,1
9606.ENSP00000238831,9.2,1
9606.ENSP00000238855,24.6,1
9606.ENSP00000238875,72.8,1
9606.ENSP00000238892,2.3,1
9606.ENSP00000238936,7.4,1
9606.ENSP00000238994,0.7,1
9606.ENSP00000239032,0,0
9606.ENSP00000239125,0,0
9606.ENSP00000239144,0.1,1
9606.ENSP00000239151,0.3,1
9606.ENSP00000239165,0.1,1
9606.ENSP00000239223,8.1,1
9606.ENSP00000239231,44.2,1
9606.ENSP00000239243,17.6,1
9606.ENSP00000239316,0,0
9606.ENSP00000239347,0,0
9606.ENSP00000239367,19.2,1
9606.ENSP00000239374,0,0
9606.ENSP00000239440,5,1
9606.ENSP00000239444,1.4,1
9606.ENSP00000239446,0.7,1
9606.ENSP00000239449,0.7,1
9606.ENSP00000239450,0,0
9606.ENSP00000239451,0,0
9606.ENSP00000239461,18.5,1
9606.ENSP00000239462,0,0
9606.ENSP00000239587,0,0
9606.ENSP00000239614,4.5,1
9606.ENSP00000239666,92.4,1
9606.ENSP00000239690,36.3,1
9606.ENSP00000239830,20.5,1
9606.ENSP00000239882,2.9,1
9606.ENSP00000239891,41.9,1
9606.ENSP00000239906,46.8,1
9606.ENSP00000239926,0,0
9606.ENSP00000239938,2.6,1
9606.ENSP00000239940,187,1
9606.ENSP00000240055,46.5,1
9606.ENSP00000240079,21.4,1
9606.ENSP00000240100,0.7,1
9606.ENSP00000240123,82.5,1
9606.ENSP00000240185,333.1,1
9606.ENSP00000240189,0,0
9606.ENSP00000240285,19.6,1
9606.ENSP00000240306,11.2,1
9606.ENSP00000240316,25.6,1
9606.ENSP00000240328,2.4,1
9606.ENSP00000240333,87.1,1
9606.ENSP00000240335,0,0
9606.ENSP00000240361,0.2,1
9606.ENSP00000240364,9,1
9606.ENSP00000240423,100.2,1
9606.ENSP00000240488,52.3,1
9606.ENSP00000240499,0,0
9606.ENSP00000240587,2.7,1
9606.ENSP00000240615,0,0
9606.ENSP00000240617,0,0
9606.ENSP00000240618,0,0
9606.ENSP00000240619,0,0
9606.ENSP00000240651,5.8,1
9606.ENSP00000240652,0,0
9606.ENSP00000240662,0,0
9606.ENSP00000240687,0,0
9606.ENSP00000240691,0,0
9606.ENSP00000240851,143.4,1
9606.ENSP00000240874,1.4,1
9606.ENSP00000240922,238,1
9606.ENSP00000241014,10.2,1
9606.ENSP00000241041,6.9,1
9606.ENSP00000241051,10.8,1
9606.ENSP00000241052,42.3,1
9606.ENSP00000241125,2.5,1
9606.ENSP00000241256,0,0
9606.ENSP00000241261,0.3,1
9606.ENSP00000241305,0,0
9606.ENSP00000241337,3.1,1
9606.ENSP00000241416,12,1
9606.ENSP00000241436,3.8,1
9606.ENSP00000241453,0,0
9606.ENSP00000241463,2.5,1
9606.ENSP00000241502,55.5,1
9606.ENSP00000241651,0,0
9606.ENSP00000242057,1.6,1
9606.ENSP00000242067,3.1,1
9606.ENSP00000242104,0,0
9606.ENSP00000242108,2.4,1
9606.ENSP00000242140,18.1,1
9606.ENSP00000242159,36.9,1
9606.ENSP00000242208,0,0
9606.ENSP00000242249,0,0
9606.ENSP00000242257,49.3,1
9606.ENSP00000242261,3.7,1
9606.ENSP00000242285,238.8,1
9606.ENSP00000242315,0,0
9606.ENSP00000242351,33.2,1
9606.ENSP00000242375,0,0
9606.ENSP00000242462,0,0
9606.ENSP00000242465,0,0
9606.ENSP00000242480,0.2,1
9606.ENSP00000242505,12.6,1
9606.ENSP00000242576,81.4,1
9606.ENSP00000242591,19.7,1
9606.ENSP00000242592,6.6,1
9606.ENSP00000242719,36.6,1
9606.ENSP00000242728,0.4,1
9606.ENSP00000242729,0,0
9606.ENSP00000242776,215.7,1
9606.ENSP00000242784,185.5,1
9606.ENSP00000242786,21,1
9606.ENSP00000242804,1.4,1
9606.ENSP00000242819,0,0
9606.ENSP00000242827,38.3,1
9606.ENSP00000242839,4,1
9606.ENSP00000242994,0,0
9606.ENSP00000243045,34.6,1
9606.ENSP00000243052,2.1,1
9606.ENSP00000243056,8,1
9606.ENSP00000243077,5.3,1
9606.ENSP00000243103,0,0
9606.ENSP00000243108,3.8,1
9606.ENSP00000243167,0.7,1
9606.ENSP00000243189,14.7,1
9606.ENSP00000243253,209,1
9606.ENSP00000243298,0.5,1
9606.ENSP00000243314,0,0
9606.ENSP00000243326,41.2,1
9606.ENSP00000243344,8.2,1
9606.ENSP00000243346,5.6,1
9606.ENSP00000243347,0,0
9606.ENSP00000243349,0.1,1
9606.ENSP00000243389,15.1,1
9606.ENSP00000243440,7,1
9606.ENSP00000243457,0.1,1
9606.ENSP00000243501,14.9,1
9606.ENSP00000243563,162,1
9606.ENSP00000243578,3.9,1
9606.ENSP00000243611,0,0
9606.ENSP00000243644,4.9,1
9606.ENSP00000243662,5.7,1
9606.ENSP00000243673,0.1,1
9606.ENSP00000243706,11.9,1
9606.ENSP00000243776,6.3,1
9606.ENSP00000243786,0.2,1
9606.ENSP00000243878,4.5,1
9606.ENSP00000243903,14.6,1
9606.ENSP00000243911,0,0
9606.ENSP00000243918,25.6,1
9606.ENSP00000243924,0,0
9606.ENSP00000243938,0,0
9606.ENSP00000243997,70.3,1
9606.ENSP00000244007,42.7,1
9606.ENSP00000244020,91.7,1
9606.ENSP00000244040,4.5,1
9606.ENSP00000244043,0,0
9606.ENSP00000244050,1.6,1
9606.ENSP00000244051,3.8,1
9606.ENSP00000244061,62.5,1
9606.ENSP00000244096,0,0
9606.ENSP00000244137,39.5,1
9606.ENSP00000244174,0.1,1
9606.ENSP00000244217,12.4,1
9606.ENSP00000244221,6.1,1
9606.ENSP00000244227,34.9,1
9606.ENSP00000244230,54.8,1
9606.ENSP00000244241,0,0
9606.ENSP00000244289,3.7,1
9606.ENSP00000244314,0,0
9606.ENSP00000244333,0.2,1
9606.ENSP00000244336,0,0
9606.ENSP00000244360,0,0
9606.ENSP00000244426,58.2,1
9606.ENSP00000244496,127.7,1
9606.ENSP00000244513,0,0
9606.ENSP00000244519,2.6,1
9606.ENSP00000244520,398.7,1
9606.ENSP00000244527,0,0
9606.ENSP00000244534,0.2,1
9606.ENSP00000244537,0.65,1
9606.ENSP00000244565,0.1,1
9606.ENSP00000244571,14.7,1
9606.ENSP00000244573,0,0
9606.ENSP00000244576,5.8,1
9606.ENSP00000244623,0.3,1
9606.ENSP00000244669,0,0
9606.ENSP00000244709,0,0
9606.ENSP00000244711,128.8,1
9606.ENSP00000244728,0,0
9606.ENSP00000244745,32,1
9606.ENSP00000244751,0.1,1
9606.ENSP00000244763,112,1
9606.ENSP00000244769,0.3,1
9606.ENSP00000244869,0,0
9606.ENSP00000244926,0,0
9606.ENSP00000244930,0.4,1
9606.ENSP00000245046,64.2,1
9606.ENSP00000245105,0,0
9606.ENSP00000245121,6.9,1
9606.ENSP00000245157,11.7,1
9606.ENSP00000245185,394.4,1
9606.ENSP00000245206,203.2,1
9606.ENSP00000245222,7.5,1
9606.ENSP00000245255,0,0
9606.ENSP00000245304,16.6,1
9606.ENSP00000245312,0.4,1
9606.ENSP00000245323,2.9,1
9606.ENSP00000245407,9.4,1
9606.ENSP00000245414,7.4,1
9606.ENSP00000245451,8.6,1
9606.ENSP00000245457,0,0
9606.ENSP00000245479,0,0
9606.ENSP00000245503,0,0
9606.ENSP00000245539,122.3,1
9606.ENSP00000245543,14.6,1
9606.ENSP00000245544,88.8,1
9606.ENSP00000245552,18.1,1
9606.ENSP00000245564,40.2,1
9606.ENSP00000245615,0.3,1
9606.ENSP00000245620,0,0
9606.ENSP00000245680,12.2,1
9606.ENSP00000245787,8,1
9606.ENSP00000245796,0,0
9606.ENSP00000245810,1.5,1
9606.ENSP00000245812,9.6,1
9606.ENSP00000245816,63.5,1
9606.ENSP00000245817,5.4,1
9606.ENSP00000245838,74.6,1
9606.ENSP00000245903,46.5,1
9606.ENSP00000245907,0.2,1
9606.ENSP00000245908,2.3,1
9606.ENSP00000245919,0.5,1
9606.ENSP00000245923,5.6,1
9606.ENSP00000245932,6.2,1
9606.ENSP00000245934,55.1,1
9606.ENSP00000245957,0.1,1
9606.ENSP00000245960,50.6,1
9606.ENSP00000245983,0.5,1
9606.ENSP00000246006,0,0
9606.ENSP00000246012,0,0
9606.ENSP00000246024,10.1,1
9606.ENSP00000246062,27.6,1
9606.ENSP00000246069,149.4,1
9606.ENSP00000246070,0.2,1
9606.ENSP00000246071,74.9,1
9606.ENSP00000246080,1.5,1
9606.ENSP00000246081,0,0
9606.ENSP00000246104,0,0
9606.ENSP00000246105,0,0
9606.ENSP00000246112,2.3,1
9606.ENSP00000246115,0,0
9606.ENSP00000246117,24.7,1
9606.ENSP00000246151,89.4,1
9606.ENSP00000246166,47.5,1
9606.ENSP00000246186,8.5,1
9606.ENSP00000246190,5.3,1
9606.ENSP00000246194,135.8,1
9606.ENSP00000246229,35.7,1
9606.ENSP00000246337,127.2,1
9606.ENSP00000246515,0,0
9606.ENSP00000246532,2,1
9606.ENSP00000246533,291.3,1
9606.ENSP00000246535,17.4,1
9606.ENSP00000246548,188.8,1
9606.ENSP00000246551,0,0
9606.ENSP00000246553,0,0
9606.ENSP00000246554,836.5,1
9606.ENSP00000246635,0,0
9606.ENSP00000246646,0,0
9606.ENSP00000246657,0,0
9606.ENSP00000246662,0,0
9606.ENSP00000246672,4.1,1
9606.ENSP00000246747,82.9,1
9606.ENSP00000246792,7.3,1
9606.ENSP00000246794,0.3,1
9606.ENSP00000246801,0,0
9606.ENSP00000246802,52.9,1
9606.ENSP00000246841,0,0
9606.ENSP00000246868,101.7,1
9606.ENSP00000246891,0,0
9606.ENSP00000246895,0,0
9606.ENSP00000246912,59.4,1
9606.ENSP00000246914,0.2,1
9606.ENSP00000246957,223,1
9606.ENSP00000247001,6.4,1
9606.ENSP00000247003,42.9,1
9606.ENSP00000247005,0,0
9606.ENSP00000247020,24.7,1
9606.ENSP00000247026,41.1,1
9606.ENSP00000247153,0.1,1
9606.ENSP00000247178,5.6,1
9606.ENSP00000247182,10.3,1
9606.ENSP00000247191,91.5,1
9606.ENSP00000247194,11.1,1
9606.ENSP00000247219,0.1,1
9606.ENSP00000247225,4.8,1
9606.ENSP00000247226,20.3,1
9606.ENSP00000247270,0,0
9606.ENSP00000247271,0.7,1
9606.ENSP00000247306,0,0
9606.ENSP00000247461,120.2,1
9606.ENSP00000247470,2.9,1
9606.ENSP00000247665,51.2,1
9606.ENSP00000247668,27.9,1
9606.ENSP00000247706,3.2,1
9606.ENSP00000247815,0.5,1
9606.ENSP00000247843,41.6,1
9606.ENSP00000247879,0.3,1
9606.ENSP00000247881,0.3,1
9606.ENSP00000247883,0.8,1
9606.ENSP00000247930,11.7,1
9606.ENSP00000247933,0.1,1
9606.ENSP00000247956,25.7,1
9606.ENSP00000247970,52.2,1
9606.ENSP00000247977,16,1
9606.ENSP00000247986,0.6,1
9606.ENSP00000247992,0,0
9606.ENSP00000248058,0,0
9606.ENSP00000248071,0.5,1
9606.ENSP00000248072,0,0
9606.ENSP00000248073,0,0
9606.ENSP00000248076,0.2,1
9606.ENSP00000248089,32.7,1
9606.ENSP00000248098,223.5,1
9606.ENSP00000248114,27.3,1
9606.ENSP00000248121,4.1,1
9606.ENSP00000248150,0,0
9606.ENSP00000248211,6.8,1
9606.ENSP00000248244,3.2,1
9606.ENSP00000248248,15.7,1
9606.ENSP00000248306,7.5,1
9606.ENSP00000248342,221.2,1
9606.ENSP00000248384,0,0
9606.ENSP00000248437,49.3,1
9606.ENSP00000248444,0.3,1
9606.ENSP00000248450,150.7,1
9606.ENSP00000248553,359,1
9606.ENSP00000248564,0.5,1
9606.ENSP00000248572,0.1,1
9606.ENSP00000248594,34.2,1
9606.ENSP00000248598,0,0
9606.ENSP00000248600,33.3,1
9606.ENSP00000248633,11,1
9606.ENSP00000248643,21.3,1
9606.ENSP00000248668,2.1,1
9606.ENSP00000248706,0.7,1
9606.ENSP00000248846,6.3,1
9606.ENSP00000248879,19.3,1
9606.ENSP00000248901,0,0
9606.ENSP00000248929,29.2,1
9606.ENSP00000248933,0,0
9606.ENSP00000248948,0.5,1
9606.ENSP00000248958,29.8,1
9606.ENSP00000248975,208.7,1
9606.ENSP00000249007,0,0
9606.ENSP00000249014,17.8,1
9606.ENSP00000249016,0,0
9606.ENSP00000249041,0,0
9606.ENSP00000249044,0,0
9606.ENSP00000249064,47.8,1
9606.ENSP00000249066,18.3,1
9606.ENSP00000249071,1,1
9606.ENSP00000249075,1.1,1
9606.ENSP00000249079,0.4,1
9606.ENSP00000249269,59.7,1
9606.ENSP00000249284,0,0
9606.ENSP00000249299,23.1,1
9606.ENSP00000249330,0.5,1
9606.ENSP00000249344,6.4,1
9606.ENSP00000249356,16,1
9606.ENSP00000249363,0,0
9606.ENSP00000249373,27.4,1
9606.ENSP00000249389,0,0
9606.ENSP00000249396,14.6,1
9606.ENSP00000249442,67.1,1
9606.ENSP00000249499,0.1,1
9606.ENSP00000249501,0,0
9606.ENSP00000249504,0,0
9606.ENSP00000249636,41.5,1
9606.ENSP00000249647,63.2,1
9606.ENSP00000249700,10.2,1
9606.ENSP00000249749,0.8,1
9606.ENSP00000249750,11.8,1
9606.ENSP00000249776,100,1
9606.ENSP00000249806,69.8,1
9606.ENSP00000249842,0,0
9606.ENSP00000249861,3.3,1
9606.ENSP00000249887,0,0
9606.ENSP00000249910,25.2,1
9606.ENSP00000249923,134.6,1
9606.ENSP00000250003,0,0
9606.ENSP00000250018,0.1,1
9606.ENSP00000250056,82.6,1
9606.ENSP00000250076,4.9,1
9606.ENSP00000250092,1.2,1
9606.ENSP00000250101,67.6,1
9606.ENSP00000250111,2.9,1
9606.ENSP00000250113,58.2,1
9606.ENSP00000250124,102.2,1
9606.ENSP00000250160,0,0
9606.ENSP00000250237,13.8,1
9606.ENSP00000250244,0.1,1
9606.ENSP00000250340,0.4,1
9606.ENSP00000250351,0,0
9606.ENSP00000250378,0,0
9606.ENSP00000250405,15.9,1
9606.ENSP00000250416,78.3,1
9606.ENSP00000250448,13.2,1
9606.ENSP00000250454,30.8,1
9606.ENSP00000250457,15,1
9606.ENSP00000250495,230.8,1
9606.ENSP00000250498,291.1,1
9606.ENSP00000250535,17.1,1
9606.ENSP00000250559,146.5,1
9606.ENSP00000250615,0,0
9606.ENSP00000250617,6.1,1
9606.ENSP00000250693,0,0
9606.ENSP00000250699,0.5,1
9606.ENSP00000250863,18.8,1
9606.ENSP00000250894,3.1,1
9606.ENSP00000250896,38.4,1
9606.ENSP00000250916,11.9,1
9606.ENSP00000250974,3,1
9606.ENSP00000251020,18.6,1
9606.ENSP00000251038,46.8,1
9606.ENSP00000251047,79,1
9606.ENSP00000251089,14.6,1
